,zip,AQI,Category,DateObserved,Latitude,Longitude,ParameterName,ReportingArea,StateCode,type,coordinates,geometry
433,94960,80,Moderate,2017-10-14,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
434,95124,67,Moderate,2017-10-15,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
435,95124,40,Good,2017-10-15,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
436,94515,49,Good,2017-10-15,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
437,94515,67,Moderate,2017-10-15,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
438,95448,40,Good,2017-10-09,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
439,95448,152,Unhealthy,2017-10-09,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
440,94710,42,Good,2017-10-10,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
441,94710,116,Unhealthy for Sensitive Groups,2017-10-10,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
442,95123,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
443,95123,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
444,95121,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
445,95121,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
446,95011,61,Moderate,2017-10-13,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
447,95011,136,Unhealthy for Sensitive Groups,2017-10-13,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
448,95129,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
449,95129,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
450,94949,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
451,94949,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
452,94025,58,Moderate,2017-10-15,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
453,94025,40,Good,2017-10-15,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
454,94010,40,Good,2017-10-09,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
455,94507,61,Moderate,2017-10-10,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
456,94507,81,Moderate,2017-10-10,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
457,94588,43,Good,2017-10-11,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
458,94588,106,Unhealthy for Sensitive Groups,2017-10-11,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
459,94022,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
460,94022,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
461,94618,45,Good,2017-10-13,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
462,94618,159,Unhealthy,2017-10-13,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
463,94404,38,Good,2017-10-14,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
464,94404,78,Moderate,2017-10-14,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
465,94158,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
466,94158,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
467,95391,74,Moderate,2017-10-15,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
468,95391,40,Good,2017-10-15,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
469,95452,40,Good,2017-10-09,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
470,95452,152,Unhealthy,2017-10-09,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
471,94586,49,Good,2017-10-10,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
472,94586,64,Moderate,2017-10-10,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
473,94945,31,Good,2017-10-11,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
474,94945,87,Moderate,2017-10-11,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
475,94805,45,Good,2017-10-13,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
476,94805,159,Unhealthy,2017-10-13,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
477,94666,37,Good,2017-10-14,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
478,94666,84,Moderate,2017-10-14,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
479,94706,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
480,94706,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
481,94903,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
482,94903,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
483,94597,47,Good,2017-10-09,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
484,94597,71,Moderate,2017-10-09,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
485,94580,44,Good,2017-10-10,37.55,-122.03,OZONE,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
486,94924,31,Good,2017-10-11,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
487,94924,87,Moderate,2017-10-11,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
488,95487,44,Good,2017-10-12,38.33,-122.28,OZONE,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
489,95487,175,Unhealthy,2017-10-12,38.33,-122.28,PM2.5,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
490,94020,44,Good,2017-10-13,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
491,94020,152,Unhealthy,2017-10-13,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
492,94912,44,Good,2017-10-14,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
493,94912,80,Moderate,2017-10-14,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
494,94970,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
495,94970,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
496,94930,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
497,94930,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
498,94065,40,Good,2017-10-09,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
499,95033,44,Good,2017-10-10,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
500,95033,57,Moderate,2017-10-10,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
501,94519,49,Good,2017-10-11,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
502,94519,169,Unhealthy,2017-10-11,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
503,94574,34,Good,2017-10-12,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
504,94574,67,Moderate,2017-10-12,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
505,94566,41,Good,2017-10-13,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
506,94566,73,Moderate,2017-10-13,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
507,94305,38,Good,2017-10-14,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
508,94305,78,Moderate,2017-10-14,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
509,94503,153,Unhealthy,2017-10-15,38.33,-122.28,PM2.5,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
510,95161,54,Moderate,2017-10-09,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
511,95161,47,Good,2017-10-09,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
512,94575,42,Good,2017-10-10,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
513,94575,116,Unhealthy for Sensitive Groups,2017-10-10,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
514,94147,20,Good,2017-10-11,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
515,94147,78,Moderate,2017-10-11,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
516,95125,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
517,95125,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
518,94534,54,Moderate,2017-10-13,38.25,-122.04,OZONE,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
519,94534,175,Unhealthy,2017-10-13,38.25,-122.04,PM2.5,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
520,95051,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
521,95051,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
522,94011,58,Moderate,2017-10-15,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
523,94011,40,Good,2017-10-15,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
524,94602,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
525,94602,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
526,95014,54,Moderate,2017-10-09,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
527,95014,47,Good,2017-10-09,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
528,95109,44,Good,2017-10-10,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
529,95109,57,Moderate,2017-10-10,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
530,95122,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
531,95122,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
532,94587,48,Good,2017-10-12,37.55,-122.03,OZONE,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
533,94587,154,Unhealthy,2017-10-12,37.55,-122.03,PM2.5,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
534,94938,40,Good,2017-10-13,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
535,94938,111,Unhealthy for Sensitive Groups,2017-10-13,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
536,95191,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
537,95191,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
538,94503,153,Unhealthy,2017-10-15,38.33,-122.28,PM2.5,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
539,94038,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
540,94038,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
541,94103,34,Good,2017-10-09,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
542,94103,100,Moderate,2017-10-09,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
543,94143,28,Good,2017-10-10,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
544,94143,127,Unhealthy for Sensitive Groups,2017-10-10,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
545,94950,31,Good,2017-10-11,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
546,94950,87,Moderate,2017-10-11,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
547,94551,40,Good,2017-10-12,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
548,94551,96,Moderate,2017-10-12,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
549,94118,27,Good,2017-10-13,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
550,94118,98,Moderate,2017-10-13,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
551,95140,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
552,95140,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
553,95164,67,Moderate,2017-10-15,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
554,95164,40,Good,2017-10-15,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
555,95113,67,Moderate,2017-10-15,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
556,95113,40,Good,2017-10-15,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
557,94116,34,Good,2017-10-09,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
558,94116,100,Moderate,2017-10-09,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
559,94591,71,Moderate,2017-10-10,38.25,-122.04,OZONE,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
560,94591,160,Unhealthy,2017-10-10,38.25,-122.04,PM2.5,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
561,95050,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
562,95050,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
563,94704,40,Good,2017-10-12,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
564,94704,152,Unhealthy,2017-10-12,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
565,94080,27,Good,2017-10-13,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
566,94080,98,Moderate,2017-10-13,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
567,94017,31,Good,2017-10-14,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
568,94017,69,Moderate,2017-10-14,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
569,94801,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
570,94801,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
571,95035,67,Moderate,2017-10-15,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
572,95035,40,Good,2017-10-15,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
573,95401,40,Good,2017-10-09,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
574,95401,152,Unhealthy,2017-10-09,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
575,95419,58,Moderate,2017-10-10,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
576,95419,165,Unhealthy,2017-10-10,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
577,94024,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
578,94024,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
579,94512,51,Moderate,2017-10-12,38.25,-122.04,OZONE,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
580,94512,164,Unhealthy,2017-10-12,38.25,-122.04,PM2.5,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
581,94583,41,Good,2017-10-13,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
582,94583,73,Moderate,2017-10-13,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
583,95031,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
584,95031,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
585,95138,67,Moderate,2017-10-15,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
586,95138,40,Good,2017-10-15,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
587,94661,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
588,94661,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
589,95462,40,Good,2017-10-09,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
590,95462,152,Unhealthy,2017-10-09,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
591,94608,42,Good,2017-10-10,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
592,94608,116,Unhealthy for Sensitive Groups,2017-10-10,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
593,94850,40,Good,2017-10-12,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
594,94850,152,Unhealthy,2017-10-12,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
595,94517,44,Good,2017-10-13,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
596,94517,153,Unhealthy,2017-10-13,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
597,94188,31,Good,2017-10-14,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
598,94188,69,Moderate,2017-10-14,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
599,94037,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
600,94037,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
601,94061,58,Moderate,2017-10-15,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
602,94061,40,Good,2017-10-15,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
603,95126,54,Moderate,2017-10-09,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
604,95126,47,Good,2017-10-09,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
605,94127,28,Good,2017-10-10,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
606,94127,127,Unhealthy for Sensitive Groups,2017-10-10,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
607,95444,39,Good,2017-10-11,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
608,95444,80,Moderate,2017-10-11,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
609,94301,47,Good,2017-10-12,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
610,94301,154,Unhealthy,2017-10-12,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
611,95473,43,Good,2017-10-13,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
612,95473,96,Moderate,2017-10-13,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
613,94972,43,Good,2017-10-14,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
614,94972,64,Moderate,2017-10-14,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
615,94530,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
616,94530,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
617,94720,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
618,94720,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
619,94952,43,Good,2017-10-09,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
620,94952,161,Unhealthy,2017-10-09,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
