,zip,AQI,Category,DateObserved,Latitude,Longitude,ParameterName,ReportingArea,StateCode,type,coordinates,geometry
1142,94158,27,Good,2017-10-13,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1143,94158,98,Moderate,2017-10-13,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1144,95035,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1145,95035,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1146,94110,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1147,94110,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1148,94122,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1149,94122,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1150,94502,41,Good,2017-10-09,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1151,94502,87,Moderate,2017-10-09,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1152,94941,61,Moderate,2017-10-10,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1153,94941,156,Unhealthy,2017-10-10,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1154,95157,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1155,95157,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1156,95405,34,Good,2017-10-12,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1157,95405,67,Moderate,2017-10-12,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1158,94608,45,Good,2017-10-13,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1159,94608,159,Unhealthy,2017-10-13,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1160,95442,43,Good,2017-10-14,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1161,95442,64,Moderate,2017-10-14,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1162,94801,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1163,94801,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1164,94014,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1165,94014,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1166,94188,34,Good,2017-10-09,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1167,94188,100,Moderate,2017-10-09,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1168,94619,42,Good,2017-10-10,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1169,94619,116,Unhealthy for Sensitive Groups,2017-10-10,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1170,95461,39,Good,2017-10-11,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1171,95461,80,Moderate,2017-10-11,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1172,95015,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1173,95015,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1174,94939,40,Good,2017-10-13,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1175,94939,111,Unhealthy for Sensitive Groups,2017-10-13,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1176,94147,31,Good,2017-10-14,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1177,94147,69,Moderate,2017-10-14,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1178,95620,42,Good,2017-10-15,38.3525,-121.9617,OZONE,Vacaville,CA,Point,"[38.3525, -121.9617]","['Point', [38.3525, -121.9617]]"
1179,95620,19,Good,2017-10-15,38.3525,-121.9617,PM2.5,Vacaville,CA,Point,"[38.3525, -121.9617]","['Point', [38.3525, -121.9617]]"
1180,94709,49,Good,2017-10-15,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1181,94709,53,Moderate,2017-10-15,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1182,94937,43,Good,2017-10-09,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1183,94937,161,Unhealthy,2017-10-09,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1184,94303,35,Good,2017-10-10,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1185,94623,31,Good,2017-10-11,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1186,94623,124,Unhealthy for Sensitive Groups,2017-10-11,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1187,94924,35,Good,2017-10-12,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1188,94924,151,Unhealthy,2017-10-12,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1189,94060,44,Good,2017-10-13,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1190,94060,152,Unhealthy,2017-10-13,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1191,94803,37,Good,2017-10-14,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1192,94803,84,Moderate,2017-10-14,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1193,94128,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1194,94128,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1195,94946,43,Good,2017-10-15,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1196,94946,41,Good,2017-10-15,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1197,95130,54,Moderate,2017-10-09,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1198,95130,47,Good,2017-10-09,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1199,94578,42,Good,2017-10-10,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1200,94578,116,Unhealthy for Sensitive Groups,2017-10-10,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1201,94913,31,Good,2017-10-11,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1202,94913,87,Moderate,2017-10-11,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1203,94575,40,Good,2017-10-12,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1204,94575,152,Unhealthy,2017-10-12,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1205,94807,40,Good,2017-10-13,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1206,94807,111,Unhealthy for Sensitive Groups,2017-10-13,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1207,94028,38,Good,2017-10-14,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1208,94028,78,Moderate,2017-10-14,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1209,94511,56,Moderate,2017-10-15,38.2183,-121.77,PM2.5,Rio Vista,CA,Point,"[38.2183, -121.77]","['Point', [38.2183, -121.77]]"
1210,94552,74,Moderate,2017-10-15,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1211,94552,40,Good,2017-10-15,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1212,94977,43,Good,2017-10-09,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1213,94977,161,Unhealthy,2017-10-09,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1214,94023,35,Good,2017-10-10,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1215,95128,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1216,95128,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1217,94956,35,Good,2017-10-12,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1218,94956,151,Unhealthy,2017-10-12,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1219,94497,44,Good,2017-10-13,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1220,94497,152,Unhealthy,2017-10-13,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1221,95033,43,Good,2017-10-14,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1222,95033,84,Moderate,2017-10-14,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1223,94597,54,Moderate,2017-10-15,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
1224,94597,55,Moderate,2017-10-15,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
1225,94592,64,Moderate,2017-10-15,38.25,-122.04,OZONE,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
1226,94592,44,Good,2017-10-15,38.25,-122.04,PM2.5,Fairfield,CA,Point,"[38.25, -122.04]","['Point', [38.25, -122.04]]"
1227,94085,54,Moderate,2017-10-09,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1228,94085,47,Good,2017-10-09,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1229,94126,28,Good,2017-10-10,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1230,94126,127,Unhealthy for Sensitive Groups,2017-10-10,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1231,95118,54,Moderate,2017-10-11,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1232,95118,114,Unhealthy for Sensitive Groups,2017-10-11,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1233,94940,35,Good,2017-10-12,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1234,94940,151,Unhealthy,2017-10-12,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1235,94514,41,Good,2017-10-13,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1236,94514,73,Moderate,2017-10-13,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1237,94303,38,Good,2017-10-14,37.48,-122.22,OZONE,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1238,94303,78,Moderate,2017-10-14,37.48,-122.22,PM2.5,Redwood City,CA,Point,"[37.48, -122.22]","['Point', [37.48, -122.22]]"
1239,95002,71,Moderate,2017-10-15,37.55,-122.03,OZONE,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
1240,95002,40,Good,2017-10-15,37.55,-122.03,PM2.5,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
1241,94541,71,Moderate,2017-10-15,37.55,-122.03,OZONE,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
1242,94541,40,Good,2017-10-15,37.55,-122.03,PM2.5,Fremont,CA,Point,"[37.55, -122.03]","['Point', [37.55, -122.03]]"
1243,94551,47,Good,2017-10-09,37.68,-121.77,OZONE,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1244,94551,66,Moderate,2017-10-09,37.68,-121.77,PM2.5,Livermore,CA,Point,"[37.68, -121.77]","['Point', [37.68, -121.77]]"
1245,95013,44,Good,2017-10-10,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1246,95013,57,Moderate,2017-10-10,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1247,94129,20,Good,2017-10-11,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1248,94129,78,Moderate,2017-10-11,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1249,95123,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1250,95123,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1251,94547,40,Good,2017-10-13,37.97,-122.52,OZONE,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1252,94547,111,Unhealthy for Sensitive Groups,2017-10-13,37.97,-122.52,PM2.5,San Rafael,CA,Point,"[37.97, -122.52]","['Point', [37.97, -122.52]]"
1253,94159,31,Good,2017-10-14,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1254,94159,69,Moderate,2017-10-14,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1255,94019,31,Good,2017-10-15,37.75,-122.43,OZONE,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1256,94019,40,Good,2017-10-15,37.75,-122.43,PM2.5,San Francisco,CA,Point,"[37.75, -122.43]","['Point', [37.75, -122.43]]"
1257,95476,49,Good,2017-10-15,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1258,95476,67,Moderate,2017-10-15,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1259,95473,40,Good,2017-10-09,38.45,-122.7,OZONE,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1260,95473,152,Unhealthy,2017-10-09,38.45,-122.7,PM2.5,Santa Rosa,CA,Point,"[38.45, -122.7]","['Point', [38.45, -122.7]]"
1261,94521,61,Moderate,2017-10-10,37.97,-122.03,OZONE,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
1262,94521,81,Moderate,2017-10-10,37.97,-122.03,PM2.5,Concord,CA,Point,"[37.97, -122.03]","['Point', [37.97, -122.03]]"
1263,94559,39,Good,2017-10-11,38.33,-122.28,OZONE,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
1264,94559,190,Unhealthy,2017-10-11,38.33,-122.28,PM2.5,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
1265,95111,67,Moderate,2017-10-12,37.33,-121.9,OZONE,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1266,95111,99,Moderate,2017-10-12,37.33,-121.9,PM2.5,San Jose,CA,Point,"[37.33, -121.9]","['Point', [37.33, -121.9]]"
1267,94624,45,Good,2017-10-13,37.8,-122.27,OZONE,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1268,94624,159,Unhealthy,2017-10-13,37.8,-122.27,PM2.5,Oakland,CA,Point,"[37.8, -122.27]","['Point', [37.8, -122.27]]"
1269,94503,44,Good,2017-10-14,38.33,-122.28,OZONE,Napa,CA,Point,"[38.33, -122.28]","['Point', [38.33, -122.28]]"
